time,open,high,low,close,HMA Line,VWAP close,VWAP2 close,Profit,Profit,Profit,Loss,Profit,Loss,Trigger Exit,Stop Price,Target Price,0 line Long,Plot,Multi Long Take Profit,Multi Short Take Profit,Multi Long Take Profit,Multi Short Take Profit,Plot,Plot,Plot,Plot,Plot,Plot,Volume,ROC,ATR,CRSI,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1375277400,127.75999,128.92,126.13,127.96001,120.70388787933146,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.39409490892132,126.46775215643378,128.94804799898893,130.2825515056781,135.4735983975301,143.94361612687118,16016250,3.185243382408139,2.1260407010265245,33.53223985533217,54.264630769732804,52.5717149432896,NaN,NaN,NaN,NaN
1375363800,127.84,127.89,126.33,126.61,120.8547231482847,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.25153219820835,126.48129957010674,128.85635984216583,130.16213998090177,135.29808159757903,143.771142334564,10564258,1.1989449284629525,2.090609936667487,15.128668364066007,50.02807500618025,52.78744656651617,NaN,NaN,NaN,NaN
1375450200,126.74001,127.25,126.32001,126.36,120.9944143694626,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.08943543489774,126.46974723009657,128.75846337776716,130.0374796536591,135.1210898827755,143.59789713720514,6466230,-1.9248680533995683,2.0077085126198093,22.363731878776715,49.26108839200922,52.93984927404579,NaN,NaN,NaN,NaN
1375709400,126.50999,126.64,125.34,125.7,121.113607530794,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.83681081037088,126.39643797008738,128.63852363746255,129.89526720599812,134.93453364747302,143.41980860847673,4007090,-3.091519305256401,1.957157904575537,14.316392819199578,47.20359850064052,52.81924730226933,NaN,NaN,NaN,NaN
1375795800,124.33,124.55,123.55,123.97,121.19749115945285,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.31557248121254,126.16534863960287,128.4554442791307,129.70099615006376,134.71741416930524,143.22627817456154,6021418,-2.753373078129907,1.970932339962999,6.387523693944918,42.22517317326603,52.6001569663998,NaN,NaN,NaN,NaN
1375882200,124,124.60001,123.85001,124.14999,121.25466892002257,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125.92183021190117,125.97340972154545,128.28660293485106,129.51899594842232,134.5081582451606,143.03646436187933,5306328,-3.5128701328981,1.883722887108499,53.00909341184558,42.89991955903043,52.297684839057794,NaN,NaN,NaN,NaN
1375968600,124.78,126.99001,124.77,126.86,121.31803773276079,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.09240653701005,126.05784689092208,128.23065772171964,129.43181575339207,134.3567095670386,142.8755045174825,8661285,-1.490914738313404,1.952029823743606,85.10478507887213,51.991286425346146,52.43822693001591,NaN,NaN,NaN,NaN
1376055000,126.50999,127.27,126.3,126.86,121.38970650841603,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.23196898482641,126.13424242511998,128.17690643851495,129.347493925412,134.20825987264178,142.7161462635772,6194027,-1.2532108663501202,1.8818848363333485,58.04057778281186,51.99128642534616,51.984876770174694,NaN,NaN,NaN,NaN
1376314200,129.57001,129.71001,128.88,129.13,121.49665847128573,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.75888371485797,126.41955267034665,128.2142826566124,129.34036297703784,134.10770027120333,142.58096072861625,7422563,0.7883234467686473,1.95103663373811,81.32277849502233,58.422272155326546,51.8715109671267,NaN,NaN,NaN,NaN
1376400600,128.49001,128.6499,127.38,127.74001,121.62268494788935,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.93727031215653,126.54531051126601,128.1956837289021,129.28789238762675,133.98160739454585,142.43328957708772,7339539,-0.17192871429128434,1.9366768741853877,36.6034247150117,53.680461383184436,51.846753463564305,NaN,NaN,NaN,NaN
1376487000,127.66,129.07001,127.57001,129,121.7820169035315,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,127.31231207358262,126.779090462574,128.22722554345498,129.27845329295047,133.88296170356475,142.29962500418137,8713160,1.8876865966353373,1.9054856688864314,72.11918682445989,57.08105633451552,51.88696281819108,NaN,NaN,NaN,NaN
1376573400,128.06,132.36,127.98,131.69,122.0018095593759,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.10825533293124,127.24679613280504,128.36302062018223,129.35752039809964,133.83953671933574,142.19405659617956,17226256,4.218106995884772,2.082236692537401,85.81761614313386,63.27933482823525,52.35324323866389,NaN,NaN,NaN,NaN
1376659800,132.56,133.27,131.39,132.58,122.28518025231745,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.92129981785283,127.75472031063313,128.52839236056724,129.4631754670144,133.81459539816078,142.0983943414912,14447035,5.473349244232306,2.067791214499017,81.75828894392751,65.07639861910339,53.01283303481841,NaN,NaN,NaN,NaN
1376919000,132.33,132.5,131.59,132.00999,122.61861193758455,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.4828798509705,128.15998409057283,128.66492560132932,129.54667758284998,133.77886063780116,141.99801220874005,8120305,6.485431959344994,1.9908061277490876,44.191854565563915,62.951509588051714,53.596863654283545,NaN,NaN,NaN,NaN
1377005400,132.0345,133.13,132.02,132.45,122.9984764347957,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.02235624170314,128.5685570343278,128.81335989147325,129.64186848177295,133.7525465657655,141.90300711213567,7809098,6.685469728994732,1.928606404338439,65.03395891245422,63.9305859960756,54.28728902759374,NaN,NaN,NaN,NaN
1377091800,131.74001,133.23,131.50999,132.07001,123.41040317357759,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.39465692502984,128.90202874534418,128.94107166043509,129.72147967909186,133.71922901000778,141.80516634485073,10726613,4.106897367176413,1.913706661171408,45.799917608428665,62.39701396203053,55.170784667297326,NaN,NaN,NaN,NaN
