time,open,high,low,close,HMA Line,VWAP close,VWAP2 close,Profit,Profit,Profit,Loss,Profit,Loss,Trigger Exit,Stop Price,Target Price,0 line Long,Plot,Multi Long Take Profit,Multi Short Take Profit,Multi Long Take Profit,Multi Short Take Profit,Plot,Plot,Plot,Plot,Plot,Plot,Volume,ROC,ATR,CRSI,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1376314200,107.61,107.6299,106.47,106.53,104.93858654926953,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.8573268007367,107.37165500569039,109.66096224297159,110.38408624036195,112.67081511775231,115.63231019077472,7562770,-0.726866088901315,1.1803770023728732,27.339748114152133,43.00739865687144,41.58535295516174,NaN,NaN,NaN,NaN
1376400600,105.33,105.36,104.8,104.99001,104.82193071229808,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.51781465514821,107.14483167181511,109.477787645208,110.20723128166156,112.51871996690573,115.52641665653815,11485789,-2.5162395543175533,1.2196357879176685,12.534625695069806,37.00380058352416,41.31676786691664,NaN,NaN,NaN,NaN
1376487000,104.94,105.36,104.87,105.14999,104.70395483698844,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.26911926330308,106.95484675068987,109.30807009049396,110.04142009209889,112.37280452201651,115.42316863010493,6433480,-0.19943031570487485,1.1675189459235489,49.48977095596044,37.97249154306023,41.127748325317576,NaN,NaN,NaN,NaN
1376573400,104.10001,104.63,103.69,103.73,104.57192652677857,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.8074612154298,106.6477184887194,109.08932224380791,109.83448828580056,112.20165987801619,115.30681869348696,11847508,-2.6192264363499738,1.1884097355004388,19.448516552889224,33.1063330093928,40.338622599317965,NaN,NaN,NaN,NaN
1376659800,103.96001,103.97009,102.67,103.37,104.42427481598631,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.36428644898801,106.33555482312708,108.86503509699192,109.62253785020054,112.02677552399606,115.18804437812888,10176453,-2.2043519394512754,1.1963868972504075,23.464128857240734,31.987166193508855,39.694344541630805,NaN,NaN,NaN,NaN
1376919000,102.92999,103.00999,102.21001,102.47,104.2553978968765,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.838052549172,105.96740674473402,108.6142494069138,109.38802841248905,111.83753244431297,115.06149667287387,9022473,-3.3392984944154818,1.193787118875379,13.757969973534182,29.318748197259666,38.870807670154946,NaN,NaN,NaN,NaN
1377005400,102.89,103.36,102.85001,103.25999,104.07734742988443,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.55113208568619,105.70955753094982,108.40427844977992,109.18710912027629,111.66768011868301,114.9440687457806,10050090,-3.3146161048689096,1.1720880389557091,66.17594256109165,34.4850775974967,38.25125299246969,NaN,NaN,NaN,NaN
1377091800,102.77,103.2,102.11,102.13,103.88089615554543,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.11092625192506,105.36864728990699,108.15822831449444,108.95572849338198,111.4788151658378,114.81656557418079,13250258,-4.631618265010746,1.17050960760173,27.293708991051727,30.99520145775584,38.003678930132274,NaN,NaN,NaN,NaN
1377178200,102.46001,103.23,102.24001,103.17,103.68269628701223,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.93984875157506,105.15925230991584,107.96261151784759,108.76603247720553,111.31428417245488,114.70067934956207,8751941,-3.813155306093167,1.16547320705875,69.63462124350373,37.28574925487018,37.75072381495526,NaN,NaN,NaN,NaN
1377264600,103.00999,104.39,102.74001,104.28999,103.4986360677277,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.00351079674323,105.07646542325719,107.81858714459867,108.61927698614961,111.17518923834686,114.5970904008102,17441184,-2.1027034638130084,1.2000815494116968,79.55536044349743,43.282197121616825,38.12689324645986,NaN,NaN,NaN,NaN
