time,open,high,low,close,Upper,Basis,Lower,DEMA,HMA,Volume,Plot,Plot,VPT,Histogram,KVO,Signal,Crossover,Crossunder,ROC,ROC,ROC,Histogram,PPO,Signal,Crossover,Crossunder
1374845400,19.050005,19.07,18.945,19.06,19.73415088161737,19.189525746651054,18.644900611684736,19.178130511718578,19.016686111111113,5354132,-0.14401337313297002,1.5075352103540216,3.5170866030634946,NaN,-22429877.082158413,-7657096.770381596,NaN,NaN,-1.19232763089684,2.198391420911529,5.100634132892181,-0.21984104087439355,0.3654937266430665,0.58533476751746,NaN,NaN
1375104600,19.085,19.125,18.93,19,19.700638297011114,19.17147567554143,18.642313054071746,19.107194069648763,18.98931607407408,1376230,-0.1882268647253138,1.5082460140405134,1.3924314432927527,NaN,-23371233.766513493,-9901973.484114723,NaN,NaN,-1.324305719113409,1.3333333333333333,3.570455164895073,-0.2723245019515359,0.24492914007804015,0.517253642029576,NaN,NaN
1375191000,19.1,19.254995,19.1,19.19,19.70048525624115,19.173239896918435,18.64599453759572,19.125906983938126,19.0257045,1297980,-0.17053142961238743,1.4919418697870424,7.737959707862778,NaN,-21882996.308970943,-11613548.173379898,NaN,NaN,-0.4151272483464591,1.830724330061037,3.5897435897436045,-0.232490350575482,0.2266407038102235,0.4591310543857055,NaN,NaN
1375277400,19.19,19.394995,19.175005,19.28,19.70192634917379,19.183407525783345,18.6648887023929,19.172846969725796,19.115870722222223,5622914,-0.1832962037512682,1.4821111571855066,20.75913339581304,NaN,-18054954.170891814,-12533749.030167315,NaN,NaN,1.2870761000588096,2.5804735301941975,4.498673305873524,-0.16959790742409858,0.24713367010558224,0.4167315775296808,NaN,NaN
1375363800,19.31,19.58,19.31,19.519995,19.74213041676014,19.21546347570874,18.688796534657342,19.293572881840877,19.294609685185183,2659762,-0.12792858463995382,1.4644971605413881,37.18359537175957,NaN,-15250465.890589168,-12921851.438799009,NaN,NaN,1.8257433489827846,3.8850186269292304,4.468798501471785,-0.045467331172170056,0.35989741356446825,0.4053647447366383,NaN,NaN
1375450200,19.46,19.46,19.29,19.415,19.75446620115893,19.23446695421267,18.71446770726641,19.34209615032089,19.4400905,2081588,-0.14083500992011522,1.470018796850618,31.560058140679022,NaN,-15718774.637405317,-13321411.895742767,NaN,NaN,1.8625393494228775,2.6705175382026467,3.106744556558688,-0.0039742286169742735,0.40039695896542044,0.4043711875823947,NaN,NaN
1375709400,19.324995,19.405,19.304945,19.405,19.740718518920243,19.250708196668608,18.760697874416973,19.372467196135265,19.5129055,563932,-0.2414996059302421,1.4632461040804405,31.41495630043936,NaN,-15859373.862516072,-13683977.890996097,NaN,NaN,2.131578947368427,1.2522828072006367,2.563424947145874,0.015165401020314384,0.4233279388577877,0.4081625378374733,0.4233279388577877,NaN
1375795800,19.39,19.4,19.222505,19.28,19.73100618225045,19.25349789222398,18.77598960219751,19.34820597761105,19.47475827777778,918410,-0.26122136086661474,1.468348066784247,72.50715824160802,NaN,-16188570.051686887,-14041776.77109478,NaN,NaN,0.46899426784783665,2.799280938224724,1.6877637130801701,-0.018746519630081004,0.384729388299872,0.403475907929953,NaN,0.384729388299872
1375882200,19.195,19.205,19.03,19.105005,19.719113173035996,19.239355712012173,18.75959825098835,19.266952358651118,19.334260703703702,2106912,-0.22190236680396325,1.4803539424112662,51.028712540140994,NaN,-18204836.461769868,-14636499.584048364,NaN,NaN,-0.9076504149377732,1.0579476329013346,-0.4429129755080918,-0.10063607180185963,0.2776808181776285,0.37831688997948815,NaN,NaN
1375968600,19.24,19.24,19.004995,19.11,19.705818835313405,19.227036120391965,18.748253405470525,19.210270348170713,19.18368759259259,1321644,-0.1997033407258726,1.4778818537907275,51.48553219578807,NaN,-16841961.60456037,-14951565.586978652,NaN,NaN,-2.1003847593198772,0.31493430054218197,-0.7272727272727302,-0.14852401902816678,0.19266186619427964,0.3411858852224464,NaN,NaN
1376055000,19.08,19.120005,18.995005,19.06,19.66703236187917,19.211127918449872,18.755223475020575,19.151983047536422,19.060761481481478,3587494,-0.2679262929420656,1.4748759815000683,39.07312573859659,NaN,-18331997.540582873,-15434484.43749354,NaN,NaN,-1.828483131599281,-2.531321912554339,-1.6511614167083233,-0.1905017624553433,0.10305868215326727,0.2935604446086106,NaN,NaN
1376314200,19.01,19.165,18.985,19.095,19.646382115779108,19.20006811669274,18.753754117606373,19.12359985322902,19.008297518518518,1981440,-0.27291280763112447,1.4677599758573643,43.87204862331189,NaN,-16534611.269900482,-15591645.413551675,NaN,NaN,-1.5975264107188984,-2.700636942675165,-0.2611387467063986,-0.19791858369514784,0.046162214989675786,0.24408079868482363,NaN,NaN
1376400600,19.235,19.31,19.035005,19.300005,19.666267514280687,19.209585915102956,18.752904315925225,19.178092414743123,19.070575796296293,2291670,-0.1976022544534064,1.4519416929082696,75.46276964164683,NaN,-15378327.383362282,-15561171.409238905,-15561171.409238905,NaN,0.10376037344397099,-1.6810498423458702,0.6518903124145209,-0.12628384096651374,0.08622599747668146,0.2125098384431952,NaN,NaN
